label,budget_label,budget_minutes,n_params,data_fraction,step,train_loss,val_loss,lr,elapsed_s,cumul_gflops,gflops_per_s
30m_56k_d25,30m,30,56448,0.25,0,3.342152,3.345931,0.00300000,0.194,1.3873,7.1627
30m_56k_d25,30m,30,56448,0.25,216,1.172493,1.197918,0.00292929,6.098,301.0367,53.2032
30m_56k_d25,30m,30,56448,0.25,432,0.685911,0.710818,0.00272406,11.358,600.6862,59.1869
30m_56k_d25,30m,30,56448,0.25,648,0.535550,0.568482,0.00240433,16.955,900.3357,55.8678
30m_56k_d25,30m,30,56448,0.25,864,0.462641,0.511248,0.00200128,22.614,1199.9851,55.3872
30m_56k_d25,30m,30,56448,0.25,1080,0.418588,0.476626,0.00155421,28.032,1499.6346,57.6892
30m_56k_d25,30m,30,56448,0.25,1296,0.393592,0.435466,0.00110673,33.510,1799.2841,56.7786
30m_56k_d25,30m,30,56448,0.25,1512,0.365298,0.415621,0.00070249,39.281,2098.9335,53.9707
30m_56k_d25,30m,30,56448,0.25,1728,0.349450,0.394398,0.00038090,44.673,2398.5830,58.0420
30m_56k_d25,30m,30,56448,0.25,1944,0.340894,0.388700,0.00017333,50.086,2698.2325,57.9220
30m_56k_d25,30m,30,56448,0.25,2160,0.337845,0.375849,0.00010002,55.579,2997.8819,56.7612
30m_56k_d25,30m,30,56448,0.25,2164,0.336785,0.385904,0.00010000,55.875,3003.4310,60.7901
30m_56k_d50,30m,30,56448,0.5,0,3.377925,3.378857,0.00300000,0.193,1.3873,7.1856
30m_56k_d50,30m,30,56448,0.5,216,1.134441,1.148986,0.00292929,6.094,301.0367,53.1455
30m_56k_d50,30m,30,56448,0.5,432,0.677975,0.702372,0.00272406,11.357,600.6862,59.2564
30m_56k_d50,30m,30,56448,0.5,648,0.541107,0.572327,0.00240433,16.937,900.3357,55.9994
30m_56k_d50,30m,30,56448,0.5,864,0.478090,0.494452,0.00200128,22.599,1199.9851,55.3147
30m_56k_d50,30m,30,56448,0.5,1080,0.437407,0.454306,0.00155421,28.029,1499.6346,57.5133
30m_56k_d50,30m,30,56448,0.5,1296,0.407505,0.420905,0.00110673,33.523,1799.2841,56.5303
30m_56k_d50,30m,30,56448,0.5,1512,0.383159,0.403380,0.00070249,39.253,2098.9335,54.3255
30m_56k_d50,30m,30,56448,0.5,1728,0.363769,0.388312,0.00038090,44.715,2398.5830,57.2878
30m_56k_d50,30m,30,56448,0.5,1944,0.362207,0.374343,0.00017333,50.069,2698.2325,58.6685
30m_56k_d50,30m,30,56448,0.5,2160,0.352396,0.375555,0.00010002,55.508,2997.8819,57.2638
30m_56k_d50,30m,30,56448,0.5,2164,0.358211,0.369261,0.00010000,55.813,3003.4310,60.0848
30m_56k_d100,30m,30,56448,1.0,0,3.368412,3.368965,0.00300000,0.194,1.3873,7.1600
30m_56k_d100,30m,30,56448,1.0,216,1.175112,1.175968,0.00292929,6.129,301.0367,52.7667
30m_56k_d100,30m,30,56448,1.0,432,0.678689,0.699901,0.00272406,11.425,600.6862,58.7571
30m_56k_d100,30m,30,56448,1.0,648,0.551355,0.547239,0.00240433,17.047,900.3357,55.5072
30m_56k_d100,30m,30,56448,1.0,864,0.481438,0.481859,0.00200128,22.753,1199.9851,54.7995
30m_56k_d100,30m,30,56448,1.0,1080,0.438523,0.436934,0.00155421,28.126,1499.6346,58.2984
30m_56k_d100,30m,30,56448,1.0,1296,0.396137,0.397913,0.00110673,33.555,1799.2841,57.3565
30m_56k_d100,30m,30,56448,1.0,1512,0.376960,0.386043,0.00070249,39.383,2098.9335,53.4586
30m_56k_d100,30m,30,56448,1.0,1728,0.363115,0.367793,0.00038090,44.769,2398.5830,58.0669
30m_56k_d100,30m,30,56448,1.0,1944,0.353999,0.367457,0.00017333,50.150,2698.2325,58.6054
30m_56k_d100,30m,30,56448,1.0,2160,0.352403,0.354879,0.00010002,55.608,2997.8819,57.0550
30m_56k_d100,30m,30,56448,1.0,2164,0.356978,0.357632,0.00010000,55.904,3003.4310,61.7104
30m_106k_d25,30m,30,106432,0.25,0,3.357309,3.359288,0.00300000,0.200,2.6157,13.0594
30m_106k_d25,30m,30,106432,0.25,111,1.880971,1.900320,0.00292966,6.037,292.9554,53.5609
30m_106k_d25,30m,30,106432,0.25,222,1.368577,1.389317,0.00272547,11.341,583.2950,58.8410
30m_106k_d25,30m,30,106432,0.25,333,0.802632,0.858470,0.00240724,16.870,873.6347,56.8316
30m_106k_d25,30m,30,106432,0.25,444,0.551584,0.612597,0.00200584,22.507,1163.9744,56.1808
30m_106k_d25,30m,30,106432,0.25,555,0.442324,0.489543,0.00156021,27.824,1454.3141,58.9894
30m_106k_d25,30m,30,106432,0.25,666,0.375080,0.420564,0.00111360,33.223,1744.6538,57.7612
30m_106k_d25,30m,30,106432,0.25,777,0.346053,0.388950,0.00070932,39.000,2034.9935,53.7020
30m_106k_d25,30m,30,106432,0.25,888,0.331771,0.358640,0.00038661,44.431,2325.3331,57.8811
30m_106k_d25,30m,30,106432,0.25,999,0.318731,0.364720,0.00017676,49.737,2615.6728,59.2808
30m_106k_d25,30m,30,106432,0.25,1110,0.309417,0.362153,0.00010014,55.233,2906.0125,57.1091
30m_106k_d25,30m,30,106432,0.25,1115,0.311409,0.365117,0.00010000,55.820,2919.0909,60.7694
30m_106k_d50,30m,30,106432,0.5,0,3.407079,3.405891,0.00300000,0.196,2.6157,13.3372
30m_106k_d50,30m,30,106432,0.5,111,1.787723,1.835523,0.00292966,6.068,292.9554,53.4114
30m_106k_d50,30m,30,106432,0.5,222,1.152645,1.183368,0.00272547,11.389,583.2950,58.5927
30m_106k_d50,30m,30,106432,0.5,333,0.764194,0.791000,0.00240724,16.863,873.6347,57.0607
30m_106k_d50,30m,30,106432,0.5,444,0.545858,0.570353,0.00200584,22.432,1163.9744,56.6806
30m_106k_d50,30m,30,106432,0.5,555,0.446445,0.464917,0.00156021,27.685,1454.3141,59.5371
30m_106k_d50,30m,30,106432,0.5,666,0.388219,0.409341,0.00111360,33.054,1744.6538,57.9561
30m_106k_d50,30m,30,106432,0.5,777,0.354292,0.376748,0.00070932,38.745,2034.9935,54.7529
30m_106k_d50,30m,30,106432,0.5,888,0.328413,0.352798,0.00038661,44.088,2325.3331,59.1680
30m_106k_d50,30m,30,106432,0.5,999,0.319288,0.337647,0.00017676,49.374,2615.6728,59.2331
30m_106k_d50,30m,30,106432,0.5,1110,0.312982,0.339233,0.00010014,54.666,2906.0125,58.9671
30m_106k_d50,30m,30,106432,0.5,1115,0.323250,0.336390,0.00010000,55.337,2919.0909,64.2968
30m_106k_d100,30m,30,106432,1.0,0,3.382151,3.382286,0.00300000,0.198,2.6157,13.2028
30m_106k_d100,30m,30,106432,1.0,111,1.838006,1.842941,0.00292966,6.097,292.9554,53.2218
30m_106k_d100,30m,30,106432,1.0,222,1.198263,1.216804,0.00272547,11.390,583.2950,58.9027
30m_106k_d100,30m,30,106432,1.0,333,0.760667,0.758475,0.00240724,16.835,873.6347,57.4519
30m_106k_d100,30m,30,106432,1.0,444,0.556164,0.552170,0.00200584,22.479,1163.9744,55.6482
30m_106k_d100,30m,30,106432,1.0,555,0.450228,0.453762,0.00156021,27.844,1454.3141,58.3365
30m_106k_d100,30m,30,106432,1.0,666,0.391983,0.397916,0.00111360,33.221,1744.6538,58.0469
30m_106k_d100,30m,30,106432,1.0,777,0.363697,0.377282,0.00070932,38.953,2034.9935,54.2337
30m_106k_d100,30m,30,106432,1.0,888,0.343128,0.338346,0.00038661,44.270,2325.3331,59.0504
30m_106k_d100,30m,30,106432,1.0,999,0.327317,0.332953,0.00017676,49.621,2615.6728,59.0697
30m_106k_d100,30m,30,106432,1.0,1110,0.327031,0.329920,0.00010014,55.093,2906.0125,57.0140
30m_106k_d100,30m,30,106432,1.0,1115,0.320001,0.324847,0.00010000,55.660,2919.0909,63.3931
30m_206k_d25,30m,30,206400,0.25,0,3.401108,3.401885,0.00300000,0.088,5.0725,57.6956
30m_206k_d25,30m,30,206400,0.25,54,2.455295,2.466559,0.00292955,5.732,278.9868,55.5241
30m_206k_d25,30m,30,206400,0.25,108,2.096539,2.120692,0.00272505,11.105,552.9010,58.7585
30m_206k_d25,30m,30,206400,0.25,162,1.860394,1.892144,0.00240636,16.550,826.8153,57.8582
30m_206k_d25,30m,30,206400,0.25,216,1.652541,1.677852,0.00200446,24.291,1100.7295,39.5003
30m_206k_d25,30m,30,206400,0.25,270,1.432776,1.452052,0.00155840,30.066,1374.6438,55.2864
30m_206k_d25,30m,30,206400,0.25,324,1.227017,1.244577,0.00111153,36.258,1648.5581,51.7397
30m_206k_d25,30m,30,206400,0.25,378,1.051989,1.084837,0.00070726,42.231,1922.4723,53.2229
30m_206k_d25,30m,30,206400,0.25,432,0.935702,0.982063,0.00038488,48.276,2196.3866,52.7268
30m_206k_d25,30m,30,206400,0.25,486,0.874847,0.934481,0.00017572,54.430,2470.3009,50.6093
30m_206k_d25,30m,30,206400,0.25,540,0.862109,0.913498,0.00010010,60.118,2744.2151,57.7661
30m_206k_d25,30m,30,206400,0.25,542,0.846261,0.890073,0.00010000,60.995,2754.3601,65.3710
30m_206k_d50,30m,30,206400,0.5,0,3.398865,3.400805,0.00300000,0.081,5.0725,62.5569
30m_206k_d50,30m,30,206400,0.5,54,2.225743,2.241001,0.00292955,5.835,278.9868,54.8037
30m_206k_d50,30m,30,206400,0.5,108,1.890960,1.922576,0.00272505,11.286,552.9010,58.2642
30m_206k_d50,30m,30,206400,0.5,162,1.681759,1.684695,0.00240636,16.818,826.8153,56.9413
30m_206k_d50,30m,30,206400,0.5,216,1.376763,1.408386,0.00200446,24.450,1100.7295,42.1972
30m_206k_d50,30m,30,206400,0.5,270,1.109551,1.138507,0.00155840,30.203,1374.6438,55.2231
30m_206k_d50,30m,30,206400,0.5,324,0.915811,0.927218,0.00111153,36.349,1648.5581,52.2231
30m_206k_d50,30m,30,206400,0.5,378,0.760585,0.777984,0.00070726,42.285,1922.4723,52.9180
30m_206k_d50,30m,30,206400,0.5,432,0.669180,0.701801,0.00038488,48.227,2196.3866,53.9134
30m_206k_d50,30m,30,206400,0.5,486,0.638183,0.662144,0.00017572,54.265,2470.3009,52.0705
30m_206k_d50,30m,30,206400,0.5,540,0.608029,0.642723,0.00010010,59.889,2744.2151,58.8837
30m_206k_d50,30m,30,206400,0.5,542,0.601846,0.622717,0.00010000,60.765,2754.3601,63.1118
30m_206k_d100,30m,30,206400,1.0,0,3.392712,3.396027,0.00300000,0.083,5.0725,60.8978
30m_206k_d100,30m,30,206400,1.0,54,2.290198,2.287855,0.00292955,5.842,278.9868,54.6065
30m_206k_d100,30m,30,206400,1.0,108,1.920987,1.925234,0.00272505,11.197,552.9010,58.8957
30m_206k_d100,30m,30,206400,1.0,162,1.651363,1.668062,0.00240636,16.707,826.8153,57.3334
30m_206k_d100,30m,30,206400,1.0,216,1.418679,1.431463,0.00200446,24.524,1100.7295,39.6204
30m_206k_d100,30m,30,206400,1.0,270,1.177794,1.167483,0.00155840,30.275,1374.6438,55.4788
30m_206k_d100,30m,30,206400,1.0,324,0.956955,0.978503,0.00111153,36.607,1648.5581,50.3545
30m_206k_d100,30m,30,206400,1.0,378,0.823786,0.820547,0.00070726,42.440,1922.4723,53.6739
30m_206k_d100,30m,30,206400,1.0,432,0.738942,0.737563,0.00038488,48.314,2196.3866,54.5613
30m_206k_d100,30m,30,206400,1.0,486,0.681625,0.682452,0.00017572,54.680,2470.3009,49.2862
30m_206k_d100,30m,30,206400,1.0,540,0.670762,0.657650,0.00010010,60.171,2744.2151,58.5821
30m_206k_d100,30m,30,206400,1.0,542,0.666306,0.670204,0.00010000,61.049,2754.3601,61.6146
30m_306k_d25,30m,30,306368,0.25,0,3.394476,3.394611,0.00300000,0.142,7.5293,53.1577
30m_306k_d25,30m,30,306368,0.25,34,2.724164,2.727700,0.00293026,5.904,263.5255,54.9799
30m_306k_d25,30m,30,306368,0.25,68,2.225459,2.249052,0.00272774,11.582,519.5217,55.8051
30m_306k_d25,30m,30,306368,0.25,102,2.026162,2.033531,0.00241193,18.088,775.5179,47.5926
30m_306k_d25,30m,30,306368,0.25,136,1.897145,1.934774,0.00201320,25.923,1031.5141,41.5195
30m_306k_d25,30m,30,306368,0.25,170,1.775919,1.805380,0.00156992,32.704,1287.5103,46.1377
30m_306k_d25,30m,30,306368,0.25,204,1.693549,1.718616,0.00112472,39.337,1543.5065,48.2685
30m_306k_d25,30m,30,306368,0.25,238,1.552510,1.584566,0.00072043,46.019,1799.5027,46.7554
30m_306k_d25,30m,30,306368,0.25,272,1.470618,1.502806,0.00039594,52.547,2055.4989,47.9669
30m_306k_d25,30m,30,306368,0.25,306,1.399721,1.464650,0.00018247,59.021,2311.4951,50.7055
30m_306k_d25,30m,30,306368,0.25,340,1.389538,1.423081,0.00010055,64.714,2567.4913,57.3082
30m_306k_d25,30m,30,306368,0.25,343,1.387764,1.423584,0.00010000,66.523,2590.0792,48.7235
30m_306k_d50,30m,30,306368,0.5,0,3.421145,3.422613,0.00300000,0.136,7.5293,55.2245
30m_306k_d50,30m,30,306368,0.5,34,2.867913,2.879173,0.00293026,5.827,263.5255,55.6012
30m_306k_d50,30m,30,306368,0.5,68,2.329597,2.334348,0.00272774,11.475,519.5217,56.4012
30m_306k_d50,30m,30,306368,0.5,102,2.055414,2.078773,0.00241193,17.299,775.5179,54.2062
30m_306k_d50,30m,30,306368,0.5,136,1.905323,1.920358,0.00201320,25.343,1031.5141,43.2706
30m_306k_d50,30m,30,306368,0.5,170,1.826919,1.842416,0.00156992,31.892,1287.5103,47.4167
30m_306k_d50,30m,30,306368,0.5,204,1.737262,1.759669,0.00112472,38.535,1543.5065,49.1024
30m_306k_d50,30m,30,306368,0.5,238,1.611542,1.636507,0.00072043,45.246,1799.5027,48.3262
30m_306k_d50,30m,30,306368,0.5,272,1.518179,1.549123,0.00039594,51.637,2055.4989,49.1596
30m_306k_d50,30m,30,306368,0.5,306,1.486322,1.486462,0.00018247,58.435,2311.4951,49.7280
30m_306k_d50,30m,30,306368,0.5,340,1.450812,1.473515,0.00010055,64.096,2567.4913,55.8033
30m_306k_d50,30m,30,306368,0.5,343,1.441830,1.475094,0.00010000,65.834,2590.0792,52.8725
30m_306k_d100,30m,30,306368,1.0,0,3.391078,3.392303,0.00300000,0.137,7.5293,55.1319
30m_306k_d100,30m,30,306368,1.0,34,2.714811,2.722061,0.00293026,5.953,263.5255,54.2583
30m_306k_d100,30m,30,306368,1.0,68,2.206035,2.225102,0.00272774,11.523,519.5217,56.6701
30m_306k_d100,30m,30,306368,1.0,102,2.051675,2.057191,0.00241193,17.436,775.5179,52.9601
30m_306k_d100,30m,30,306368,1.0,136,1.927711,1.909622,0.00201320,25.501,1031.5141,42.1462
30m_306k_d100,30m,30,306368,1.0,170,1.789949,1.800881,0.00156992,32.067,1287.5103,47.7600
30m_306k_d100,30m,30,306368,1.0,204,1.674147,1.660051,0.00112472,38.816,1543.5065,47.3849
30m_306k_d100,30m,30,306368,1.0,238,1.542890,1.549603,0.00072043,45.749,1799.5027,46.4207
30m_306k_d100,30m,30,306368,1.0,272,1.455895,1.462317,0.00039594,52.354,2055.4989,48.1710
30m_306k_d100,30m,30,306368,1.0,306,1.405946,1.386209,0.00018247,59.050,2311.4951,48.8931
30m_306k_d100,30m,30,306368,1.0,340,1.382472,1.380924,0.00010055,64.804,2567.4913,54.8728
30m_306k_d100,30m,30,306368,1.0,343,1.355057,1.379096,0.00010000,66.507,2590.0792,56.6292
60m_56k_d25,60m,60,56448,0.25,0,3.382409,3.386580,0.00300000,0.024,1.3873,56.9253
60m_56k_d25,60m,60,56448,0.25,439,0.659270,0.721020,0.00292919,10.738,610.3971,57.9250
60m_56k_d25,60m,60,56448,0.25,878,0.467474,0.510722,0.00272368,21.013,1219.4069,60.5257
60m_56k_d25,60m,60,56448,0.25,1317,0.389321,0.427421,0.00240355,31.333,1828.4167,60.1707
60m_56k_d25,60m,60,56448,0.25,1756,0.367374,0.409845,0.00200005,42.063,2437.4264,57.8983
60m_56k_d25,60m,60,56448,0.25,2195,0.340366,0.395583,0.00155259,52.438,3046.4362,59.9454
60m_56k_d25,60m,60,56448,0.25,2634,0.320701,0.371014,0.00110488,63.002,3655.4460,58.7585
60m_56k_d25,60m,60,56448,0.25,3073,0.309286,0.359608,0.00070065,73.485,4264.4558,59.3889
60m_56k_d25,60m,60,56448,0.25,3512,0.303344,0.341493,0.00037937,83.931,4873.4656,59.4871
60m_56k_d25,60m,60,56448,0.25,3951,0.289863,0.336797,0.00017242,94.937,5482.4754,56.5255
60m_56k_d25,60m,60,56448,0.25,4390,0.285295,0.332850,0.00010001,105.855,6091.4852,56.7885
60m_56k_d25,60m,60,56448,0.25,4395,0.284001,0.333993,0.00010000,106.162,6098.4215,65.2125
60m_56k_d50,60m,60,56448,0.5,0,3.343583,3.345877,0.00300000,0.029,1.3873,48.5714
60m_56k_d50,60m,60,56448,0.5,439,0.702574,0.721087,0.00292919,10.785,610.3971,57.7651
60m_56k_d50,60m,60,56448,0.5,878,0.507933,0.505907,0.00272368,20.959,1219.4069,61.0874
60m_56k_d50,60m,60,56448,0.5,1317,0.435260,0.447115,0.00240355,31.345,1828.4167,59.7926
60m_56k_d50,60m,60,56448,0.5,1756,0.393542,0.412050,0.00200005,42.021,2437.4264,58.1285
60m_56k_d50,60m,60,56448,0.5,2195,0.364326,0.382323,0.00155259,52.437,3046.4362,59.7163
60m_56k_d50,60m,60,56448,0.5,2634,0.339014,0.354652,0.00110488,63.019,3655.4460,58.6721
60m_56k_d50,60m,60,56448,0.5,3073,0.329630,0.353120,0.00070065,73.586,4264.4558,58.9124
60m_56k_d50,60m,60,56448,0.5,3512,0.316967,0.335383,0.00037937,83.977,4873.4656,59.7693
60m_56k_d50,60m,60,56448,0.5,3951,0.305788,0.335256,0.00017242,95.138,5482.4754,55.7719
60m_56k_d50,60m,60,56448,0.5,4390,0.302943,0.325802,0.00010001,106.009,6091.4852,57.0430
60m_56k_d50,60m,60,56448,0.5,4395,0.309426,0.316286,0.00010000,106.316,6098.4215,63.2831
60m_56k_d100,60m,60,56448,1.0,0,3.370511,3.371173,0.00300000,0.026,1.3873,52.9008
60m_56k_d100,60m,60,56448,1.0,439,0.694249,0.682205,0.00292919,10.692,610.3971,58.2357
60m_56k_d100,60m,60,56448,1.0,878,0.492004,0.499246,0.00272368,20.882,1219.4069,60.9393
60m_56k_d100,60m,60,56448,1.0,1317,0.424702,0.432889,0.00240355,31.253,1828.4167,59.9326
60m_56k_d100,60m,60,56448,1.0,1756,0.392057,0.400833,0.00200005,42.036,2437.4264,57.6213
60m_56k_d100,60m,60,56448,1.0,2195,0.365764,0.367141,0.00155259,52.471,3046.4362,59.6703
60m_56k_d100,60m,60,56448,1.0,2634,0.341098,0.364364,0.00110488,63.098,3655.4460,58.4218
60m_56k_d100,60m,60,56448,1.0,3073,0.332941,0.336098,0.00070065,73.493,4264.4558,59.7428
60m_56k_d100,60m,60,56448,1.0,3512,0.310113,0.325103,0.00037937,83.982,4873.4656,59.2773
60m_56k_d100,60m,60,56448,1.0,3951,0.308933,0.315463,0.00017242,95.059,5482.4754,56.0807
60m_56k_d100,60m,60,56448,1.0,4390,0.310985,0.311479,0.00010001,106.092,6091.4852,56.2402
60m_56k_d100,60m,60,56448,1.0,4395,0.307501,0.314285,0.00010000,106.419,6098.4215,62.3463
60m_106k_d25,60m,60,106432,0.25,0,3.388285,3.389361,0.00300000,0.062,2.6157,42.1435
60m_106k_d25,60m,60,106432,0.25,230,1.136817,1.165622,0.00292897,11.202,604.2204,56.2587
60m_106k_d25,60m,60,106432,0.25,460,0.497595,0.557161,0.00272284,22.338,1205.8252,56.1337
60m_106k_d25,60m,60,106432,0.25,690,0.358812,0.425223,0.00240181,34.041,1807.4299,53.3233
60m_106k_d25,60m,60,106432,0.25,920,0.330290,0.380873,0.00199732,45.546,2409.0347,54.5494
60m_106k_d25,60m,60,106432,0.25,1150,0.297375,0.346363,0.00154901,56.872,3010.6394,55.0724
60m_106k_d25,60m,60,106432,0.25,1380,0.278290,0.317232,0.00110079,68.087,3612.2442,55.8207
60m_106k_d25,60m,60,106432,0.25,1610,0.262631,0.314959,0.00069659,79.016,4213.8489,57.2345
60m_106k_d25,60m,60,106432,0.25,1840,0.252354,0.301721,0.00037599,91.073,4815.4537,51.6688
60m_106k_d25,60m,60,106432,0.25,2070,0.246747,0.287989,0.00017042,102.402,5417.0584,55.3875
60m_106k_d25,60m,60,106432,0.25,2299,0.246469,0.292006,0.00010000,114.806,6016.0475,49.9447
60m_106k_d50,60m,60,106432,0.5,0,3.393541,3.393230,0.00300000,0.058,2.6157,45.1118
60m_106k_d50,60m,60,106432,0.5,230,1.103563,1.115015,0.00292897,11.463,604.2204,54.7694
