label,budget_label,budget_minutes,n_params,data_fraction,step,train_loss,val_loss,lr,elapsed_s,cumul_gflops,gflops_per_s
120m_206k_d100,120m,120,206400,1.0,948,0.311088,0.314230,0.00200026,81.350,4813.7896,61.6543
120m_206k_d100,120m,120,206400,1.0,1185,0.283588,0.283524,0.00155288,103.158,6015.9689,56.9783
120m_206k_d100,120m,120,206400,1.0,1422,0.270490,0.279424,0.00110521,123.701,7218.1481,60.6251
120m_206k_d100,120m,120,206400,1.0,1659,0.261862,0.263039,0.00070098,145.131,8420.3274,58.1676
120m_206k_d100,120m,120,206400,1.0,1896,0.245601,0.250498,0.00037964,166.055,9622.5067,59.6910
120m_206k_d100,120m,120,206400,1.0,2133,0.242454,0.247479,0.00017258,188.579,10824.6860,55.1546
120m_206k_d100,120m,120,206400,1.0,2370,0.240646,0.246289,0.00010001,211.302,12026.8653,55.2168
120m_206k_d100,120m,120,206400,1.0,2373,0.240281,0.246845,0.00010000,212.292,12042.0827,59.2107
120m_306k_d25,120m,120,306368,0.25,0,3.367344,3.371079,0.00300000,0.134,7.5293,56.0196
120m_306k_d25,120m,120,306368,0.25,157,1.960356,1.986571,0.00292966,21.971,1189.6294,57.7051
120m_306k_d25,120m,120,306368,0.25,314,1.274766,1.293548,0.00272545,43.797,2371.7295,57.4030
120m_306k_d25,120m,120,306368,0.25,471,0.662313,0.699692,0.00240719,67.017,3553.8296,53.5154
120m_306k_d25,120m,120,306368,0.25,628,0.417508,0.464306,0.00200576,89.636,4735.9297,54.9914
120m_306k_d25,120m,120,306368,0.25,785,0.341212,0.376088,0.00156011,112.249,5918.0298,55.3708
120m_306k_d25,120m,120,306368,0.25,942,0.301677,0.335995,0.00111348,135.008,7100.1299,54.3817
120m_306k_d25,120m,120,306368,0.25,1099,0.273928,0.313719,0.00070920,160.573,8282.2300,48.2951
120m_306k_d25,120m,120,306368,0.25,1256,0.262807,0.305005,0.00038651,188.137,9464.3301,44.9086
120m_306k_d25,120m,120,306368,0.25,1413,0.248011,0.297067,0.00017670,214.291,10646.4302,47.9644
120m_306k_d25,120m,120,306368,0.25,1570,0.247895,0.284817,0.00010014,237.334,11828.5302,54.2265
120m_306k_d25,120m,120,306368,0.25,1577,0.245522,0.288963,0.00010000,239.357,11881.2353,62.3521
120m_306k_d50,120m,120,306368,0.5,0,3.338939,3.339286,0.00300000,0.132,7.5293,57.2453
120m_306k_d50,120m,120,306368,0.5,157,1.793318,1.810898,0.00292966,21.987,1189.6294,56.7193
120m_306k_d50,120m,120,306368,0.5,314,1.034961,1.055399,0.00272545,43.602,2371.7295,58.0323
120m_306k_d50,120m,120,306368,0.5,471,0.539475,0.559066,0.00240719,67.478,3553.8296,52.3883
120m_306k_d50,120m,120,306368,0.5,628,0.373405,0.398322,0.00200576,89.925,4735.9297,55.3321
120m_306k_d50,120m,120,306368,0.5,785,0.317143,0.340743,0.00156011,112.432,5918.0298,55.2114
120m_306k_d50,120m,120,306368,0.5,942,0.297878,0.310894,0.00111348,134.879,7100.1299,55.6002
120m_306k_d50,120m,120,306368,0.5,1099,0.264976,0.292244,0.00070920,160.939,8282.2300,47.2296
120m_306k_d50,120m,120,306368,0.5,1256,0.255143,0.278693,0.00038651,188.726,9464.3301,44.9507
120m_306k_d50,120m,120,306368,0.5,1413,0.248782,0.270903,0.00017670,214.162,10646.4302,49.3678
120m_306k_d50,120m,120,306368,0.5,1570,0.247872,0.266348,0.00010014,237.394,11828.5302,53.6147
120m_306k_d50,120m,120,306368,0.5,1577,0.243682,0.268911,0.00010000,239.717,11881.2353,53.8965
120m_306k_d100,120m,120,306368,1.0,0,3.369143,3.371949,0.00300000,0.130,7.5293,58.0199
120m_306k_d100,120m,120,306368,1.0,157,1.833749,1.848255,0.00292966,22.223,1189.6294,56.5098
120m_306k_d100,120m,120,306368,1.0,314,1.038456,1.008018,0.00272545,44.377,2371.7295,56.7263
120m_306k_d100,120m,120,306368,1.0,471,0.566067,0.570355,0.00240719,67.366,3553.8296,54.0506
120m_306k_d100,120m,120,306368,1.0,628,0.398712,0.399798,0.00200576,89.663,4735.9297,56.0401
120m_306k_d100,120m,120,306368,1.0,785,0.333535,0.340726,0.00156011,112.266,5918.0298,55.2663
120m_306k_d100,120m,120,306368,1.0,942,0.298655,0.307148,0.00111348,135.085,7100.1299,54.2699
120m_306k_d100,120m,120,306368,1.0,1099,0.285133,0.289664,0.00070920,161.573,8282.2300,46.6982
120m_306k_d100,120m,120,306368,1.0,1256,0.267547,0.274156,0.00038651,189.365,9464.3301,44.4867
120m_306k_d100,120m,120,306368,1.0,1413,0.261529,0.268969,0.00017670,214.786,10646.4302,49.5093
120m_306k_d100,120m,120,306368,1.0,1570,0.258265,0.268547,0.00010014,237.924,11828.5302,53.9341
120m_306k_d100,120m,120,306368,1.0,1577,0.254260,0.266928,0.00010000,240.188,11881.2353,47.4372
180m_56k_d25,180m,180,56448,0.25,0,3.381549,3.384581,0.00300000,0.037,1.3873,37.1961
180m_56k_d25,180m,180,56448,0.25,1332,0.398263,0.458917,0.00292905,38.354,1849.2256,48.6131
180m_56k_d25,180m,180,56448,0.25,2664,0.344689,0.396793,0.00272316,71.537,3697.0640,56.1239
180m_56k_d25,180m,180,56448,0.25,3996,0.331616,0.381208,0.00240245,108.430,5544.9024,50.3651
180m_56k_d25,180m,180,56448,0.25,5328,0.311805,0.357162,0.00199833,140.414,7392.7408,58.2171
180m_56k_d25,180m,180,56448,0.25,6660,0.287554,0.348540,0.00155034,173.756,9240.5791,55.7900
180m_56k_d25,180m,180,56448,0.25,7992,0.274319,0.333622,0.00110232,208.070,11088.4175,54.2817
180m_56k_d25,180m,180,56448,0.25,9324,0.265993,0.326617,0.00069810,241.284,12936.2559,55.9838
180m_56k_d25,180m,180,56448,0.25,10656,0.255900,0.302289,0.00037725,278.749,14784.0943,49.5739
180m_56k_d25,180m,180,56448,0.25,11988,0.245569,0.312047,0.00017116,316.456,16631.9326,49.3067
180m_56k_d25,180m,180,56448,0.25,13320,0.246280,0.301875,0.00010000,354.834,18479.7710,48.4226
180m_56k_d25,180m,180,56448,0.25,13322,0.243259,0.308834,0.00010000,355.179,18482.5456,64.0711
180m_56k_d50,180m,180,56448,0.5,0,3.366688,3.366923,0.00300000,0.026,1.3873,52.5046
180m_56k_d50,180m,180,56448,0.5,1332,0.426691,0.449514,0.00292905,38.273,1849.2256,48.5932
180m_56k_d50,180m,180,56448,0.5,2664,0.364960,0.384804,0.00272316,71.378,3697.0640,56.2037
180m_56k_d50,180m,180,56448,0.5,3996,0.336700,0.353925,0.00240245,107.979,5544.9024,50.8062
180m_56k_d50,180m,180,56448,0.5,5328,0.318515,0.337759,0.00199833,139.971,7392.7408,58.2309
180m_56k_d50,180m,180,56448,0.5,6660,0.303517,0.321401,0.00155034,173.218,9240.5791,56.0074
180m_56k_d50,180m,180,56448,0.5,7992,0.291944,0.309860,0.00110232,207.575,11088.4175,54.2081
180m_56k_d50,180m,180,56448,0.5,9324,0.280771,0.302388,0.00069810,240.746,12936.2559,56.0417
180m_56k_d50,180m,180,56448,0.5,10656,0.271121,0.291409,0.00037725,278.169,14784.0943,49.6301
180m_56k_d50,180m,180,56448,0.5,11988,0.261643,0.289990,0.00017116,315.757,16631.9326,49.4591
180m_56k_d50,180m,180,56448,0.5,13320,0.256412,0.276161,0.00010000,353.438,18479.7710,49.3247
180m_56k_d50,180m,180,56448,0.5,13322,0.266794,0.282381,0.00010000,353.714,18482.5456,50.9333
180m_56k_d100,180m,180,56448,1.0,0,3.346734,3.348193,0.00300000,0.028,1.3873,48.8114
180m_56k_d100,180m,180,56448,1.0,1332,0.420202,0.416517,0.00292905,38.294,1849.2256,48.6576
180m_56k_d100,180m,180,56448,1.0,2664,0.367737,0.366572,0.00272316,71.617,3697.0640,55.8974
180m_56k_d100,180m,180,56448,1.0,3996,0.345618,0.345686,0.00240245,107.827,5544.9024,51.3283
180m_56k_d100,180m,180,56448,1.0,5328,0.319079,0.336184,0.00199833,140.331,7392.7408,57.2773
180m_56k_d100,180m,180,56448,1.0,6660,0.309440,0.314209,0.00155034,173.762,9240.5791,55.6157
180m_56k_d100,180m,180,56448,1.0,7992,0.294618,0.304944,0.00110232,208.023,11088.4175,54.2863
180m_56k_d100,180m,180,56448,1.0,9324,0.284044,0.284723,0.00069810,241.120,12936.2559,56.3735
180m_56k_d100,180m,180,56448,1.0,10656,0.271766,0.281078,0.00037725,278.797,14784.0943,49.3154
180m_56k_d100,180m,180,56448,1.0,11988,0.266359,0.276989,0.00017116,318.105,16631.9326,47.3419
180m_56k_d100,180m,180,56448,1.0,13320,0.263505,0.282729,0.00010000,358.797,18479.7710,45.7184
180m_56k_d100,180m,180,56448,1.0,13322,0.260151,0.275625,0.00010000,359.138,18482.5456,37.1677
180m_106k_d25,180m,180,106432,0.25,0,3.408459,3.407333,0.00300000,0.045,2.6157,58.5463
180m_106k_d25,180m,180,106432,0.25,703,0.403504,0.441256,0.00292911,38.831,1841.4337,47.9814
180m_106k_d25,180m,180,106432,0.25,1406,0.305648,0.352389,0.00272338,73.900,3680.2517,53.1405
180m_106k_d25,180m,180,106432,0.25,2109,0.282188,0.322604,0.00240292,109.524,5519.0697,52.1872
180m_106k_d25,180m,180,106432,0.25,2812,0.258104,0.304067,0.00199906,146.363,7357.8877,50.6237
180m_106k_d25,180m,180,106432,0.25,3515,0.245057,0.295095,0.00155130,181.269,9196.7057,53.4300
180m_106k_d25,180m,180,106432,0.25,4218,0.233146,0.286333,0.00110340,221.767,11035.5237,45.9784
180m_106k_d25,180m,180,106432,0.25,4921,0.224918,0.283623,0.00069918,262.940,12874.3417,45.3056
180m_106k_d25,180m,180,106432,0.25,5624,0.215910,0.276304,0.00037814,304.076,14713.1597,45.2168
180m_106k_d25,180m,180,106432,0.25,6327,0.214105,0.272054,0.00017169,344.959,16551.9777,45.7183
180m_106k_d25,180m,180,106432,0.25,7030,0.210047,0.278846,0.00010000,386.914,18390.7957,44.2878
180m_106k_d25,180m,180,106432,0.25,7034,0.206234,0.273089,0.00010000,387.635,18401.2584,46.8721
180m_106k_d50,180m,180,106432,0.5,0,3.384525,3.387821,0.00300000,0.098,2.6157,26.5847
180m_106k_d50,180m,180,106432,0.5,703,0.401943,0.426582,0.00292911,39.531,1841.4337,47.4463
180m_106k_d50,180m,180,106432,0.5,1406,0.296437,0.329055,0.00272338,73.791,3680.2517,54.3340
180m_106k_d50,180m,180,106432,0.5,2109,0.278385,0.299090,0.00240292,108.774,5519.0697,53.1709
180m_106k_d50,180m,180,106432,0.5,2812,0.265260,0.283208,0.00199906,145.435,7357.8877,50.6874
180m_106k_d50,180m,180,106432,0.5,3515,0.251708,0.277478,0.00155130,180.562,9196.7057,52.9922
180m_106k_d50,180m,180,106432,0.5,4218,0.243368,0.267044,0.00110340,222.200,11035.5237,44.8395
180m_106k_d50,180m,180,106432,0.5,4921,0.238739,0.256475,0.00069918,258.967,12874.3417,50.9605
180m_106k_d50,180m,180,106432,0.5,5624,0.223284,0.250987,0.00037814,297.421,14713.1597,48.3086
180m_106k_d50,180m,180,106432,0.5,6327,0.218874,0.253954,0.00017169,336.319,16551.9777,47.7539
180m_106k_d50,180m,180,106432,0.5,7030,0.222666,0.253838,0.00010000,375.280,18390.7957,47.7623
180m_106k_d50,180m,180,106432,0.5,7034,0.219952,0.246266,0.00010000,375.944,18401.2584,49.0914
180m_106k_d100,180m,180,106432,1.0,0,3.405656,3.407002,0.00300000,0.077,2.6157,34.0432
180m_106k_d100,180m,180,106432,1.0,703,0.379767,0.385063,0.00292911,39.078,1841.4337,47.7137
180m_106k_d100,180m,180,106432,1.0,1406,0.302312,0.306616,0.00272338,73.432,3680.2517,54.2916
180m_106k_d100,180m,180,106432,1.0,2109,0.280856,0.289220,0.00240292,109.687,5519.0697,51.3480
180m_106k_d100,180m,180,106432,1.0,2812,0.273320,0.276521,0.00199906,146.654,7357.8877,50.4060
180m_106k_d100,180m,180,106432,1.0,3515,0.258087,0.261462,0.00155130,184.361,9196.7057,49.3417
180m_106k_d100,180m,180,106432,1.0,4218,0.249109,0.256096,0.00110340,225.130,11035.5237,46.0717
180m_106k_d100,180m,180,106432,1.0,4921,0.237576,0.247822,0.00069918,258.275,12874.3417,56.2063
180m_106k_d100,180m,180,106432,1.0,5624,0.231602,0.238347,0.00037814,293.736,14713.1597,52.4202
180m_106k_d100,180m,180,106432,1.0,6327,0.229268,0.238436,0.00017169,331.085,16551.9777,49.8567
180m_106k_d100,180m,180,106432,1.0,7030,0.226776,0.237103,0.00010000,369.403,18390.7957,48.5625
180m_106k_d100,180m,180,106432,1.0,7034,0.225891,0.233284,0.00010000,370.154,18401.2584,45.4572
180m_206k_d25,180m,180,206400,0.25,0,3.383895,3.386740,0.00300000,0.113,5.0725,44.7022
180m_206k_d25,180m,180,206400,0.25,359,0.849321,0.878720,0.00292919,38.017,1826.0951,49.1607
180m_206k_d25,180m,180,206400,0.25,718,0.400431,0.430321,0.00272367,75.592,3647.1177,49.5620
180m_206k_d25,180m,180,206400,0.25,1077,0.318093,0.351136,0.00240352,116.256,5468.1403,45.8821
180m_206k_d25,180m,180,206400,0.25,1436,0.277805,0.318032,0.00200000,154.565,7289.1630,48.8330
180m_206k_d25,180m,180,206400,0.25,1795,0.258688,0.309853,0.00155253,188.503,9110.1856,55.1239
180m_206k_d25,180m,180,206400,0.25,2154,0.245484,0.287073,0.00110482,230.378,10931.2082,44.4073
180m_206k_d25,180m,180,206400,0.25,2513,0.232846,0.278393,0.00070059,268.013,12752.2308,49.4872
180m_206k_d25,180m,180,206400,0.25,2872,0.223911,0.276095,0.00037931,303.729,14573.2534,52.1790
180m_206k_d25,180m,180,206400,0.25,3231,0.219062,0.269290,0.00017238,339.181,16394.2760,52.7250
180m_206k_d25,180m,180,206400,0.25,3590,0.215247,0.271823,0.00010001,372.581,18215.2987,55.9980
180m_206k_d25,180m,180,206400,0.25,3594,0.217179,0.265550,0.00010000,373.731,18235.5886,50.6681
180m_206k_d50,180m,180,206400,0.5,0,3.402791,3.403580,0.00300000,0.138,5.0725,36.8691
180m_206k_d50,180m,180,206400,0.5,359,0.672903,0.675034,0.00292919,38.580,1826.0951,48.4553
180m_206k_d50,180m,180,206400,0.5,718,0.342486,0.367290,0.00272367,76.582,3647.1177,49.1849
180m_206k_d50,180m,180,206400,0.5,1077,0.298131,0.318130,0.00240352,118.085,5468.1403,44.6445
180m_206k_d50,180m,180,206400,0.5,1436,0.263490,0.292784,0.00200000,156.146,7289.1630,48.8426
180m_206k_d50,180m,180,206400,0.5,1795,0.253520,0.280914,0.00155253,189.863,9110.1856,55.2577
180m_206k_d50,180m,180,206400,0.5,2154,0.243009,0.266432,0.00110482,232.367,10931.2082,43.6223
180m_206k_d50,180m,180,206400,0.5,2513,0.234115,0.258884,0.00070059,269.954,12752.2308,49.8165
180m_206k_d50,180m,180,206400,0.5,2872,0.228024,0.246553,0.00037931,305.419,14573.2534,52.4928
180m_206k_d50,180m,180,206400,0.5,3231,0.221670,0.244470,0.00017238,340.587,16394.2760,53.1838
180m_206k_d50,180m,180,206400,0.5,3590,0.224312,0.245451,0.00010001,372.525,18215.2987,58.4536
180m_206k_d50,180m,180,206400,0.5,3594,0.219640,0.242235,0.00010000,373.645,18235.5886,52.4461
180m_206k_d100,180m,180,206400,1.0,0,3.360360,3.361779,0.00300000,0.143,5.0725,35.3638
180m_206k_d100,180m,180,206400,1.0,359,0.796729,0.817076,0.00292919,39.370,1826.0951,47.5310
180m_206k_d100,180m,180,206400,1.0,718,0.362368,0.368339,0.00272367,77.568,3647.1177,48.7365
180m_206k_d100,180m,180,206400,1.0,1077,0.308705,0.311558,0.00240352,118.507,5468.1403,45.5691
180m_206k_d100,180m,180,206400,1.0,1436,0.278834,0.282120,0.00200000,157.123,7289.1630,48.2791
180m_206k_d100,180m,180,206400,1.0,1795,0.266468,0.272362,0.00155253,191.406,9110.1856,54.3628
180m_206k_d100,180m,180,206400,1.0,2154,0.250993,0.259255,0.00110482,234.913,10931.2082,42.7687
180m_206k_d100,180m,180,206400,1.0,2513,0.245973,0.249699,0.00070059,271.474,12752.2308,51.3477
180m_206k_d100,180m,180,206400,1.0,2872,0.236978,0.238557,0.00037931,307.328,14573.2534,51.8977
180m_206k_d100,180m,180,206400,1.0,3231,0.230860,0.236735,0.00017238,341.634,16394.2760,54.3793
180m_206k_d100,180m,180,206400,1.0,3590,0.226561,0.236016,0.00010001,373.924,18215.2987,57.7665
180m_206k_d100,180m,180,206400,1.0,3594,0.227384,0.240170,0.00010000,374.881,18235.5886,61.5991
180m_306k_d25,180m,180,306368,0.25,0,3.383152,3.384599,0.00300000,0.184,7.5293,41.0263
180m_306k_d25,180m,180,306368,0.25,240,1.300985,1.357207,0.00292897,42.042,1814.5613,44.6056
180m_306k_d25,180m,180,306368,0.25,480,0.497081,0.528820,0.00272285,81.729,3621.5933,47.1287
180m_306k_d25,180m,180,306368,0.25,720,0.350154,0.386149,0.00240183,119.772,5428.6253,49.1583
180m_306k_d25,180m,180,306368,0.25,960,0.291759,0.338879,0.00199735,167.096,7235.6573,39.3240
180m_306k_d25,180m,180,306368,0.25,1200,0.267009,0.315054,0.00154905,207.248,9042.6893,46.8373
180m_306k_d25,180m,180,306368,0.25,1440,0.249662,0.294427,0.00110084,245.278,10849.7213,49.5007
180m_306k_d25,180m,180,306368,0.25,1680,0.235232,0.288577,0.00069664,281.226,12656.7532,52.1272
180m_306k_d25,180m,180,306368,0.25,1920,0.227688,0.279343,0.00037603,313.378,14463.7852,58.3520
180m_306k_d25,180m,180,306368,0.25,2160,0.221208,0.273423,0.00017044,344.861,16270.8172,59.8569
180m_306k_d25,180m,180,306368,0.25,2399,0.219314,0.276891,0.00010000,375.291,18070.3199,61.2755
180m_306k_d50,180m,180,306368,0.5,0,3.415093,3.416036,0.00300000,0.238,7.5293,31.6473
180m_306k_d50,180m,180,306368,0.5,240,1.369295,1.374163,0.00292897,43.805,1814.5613,42.8144
180m_306k_d50,180m,180,306368,0.5,480,0.559666,0.574899,0.00272285,84.103,3621.5933,46.7162
180m_306k_d50,180m,180,306368,0.5,720,0.358014,0.396143,0.00240183,124.300,5428.6253,46.3787
180m_306k_d50,180m,180,306368,0.5,960,0.307240,0.331937,0.00199735,170.899,7235.6573,40.1888
180m_306k_d50,180m,180,306368,0.5,1200,0.286146,0.301553,0.00154905,210.586,9042.6893,46.9104
180m_306k_d50,180m,180,306368,0.5,1440,0.267728,0.283281,0.00110084,249.494,10849.7213,48.1766
180m_306k_d50,180m,180,306368,0.5,1680,0.250853,0.276908,0.00069664,286.483,12656.7532,50.7197
180m_306k_d50,180m,180,306368,0.5,1920,0.242550,0.267235,0.00037603,320.639,14463.7852,54.7088
180m_306k_d50,180m,180,306368,0.5,2160,0.236042,0.256488,0.00017044,354.268,16270.8172,55.9039
180m_306k_d50,180m,180,306368,0.5,2399,0.230845,0.251783,0.00010000,384.778,18070.3199,61.6933
180m_306k_d100,180m,180,306368,1.0,0,3.371637,3.375149,0.00300000,0.294,7.5293,25.6343
180m_306k_d100,180m,180,306368,1.0,240,1.245789,1.244056,0.00292897,46.866,1814.5613,40.1590
180m_306k_d100,180m,180,306368,1.0,480,0.486562,0.504018,0.00272285,84.809,3621.5933,49.6243
180m_306k_d100,180m,180,306368,1.0,720,0.353060,0.349482,0.00240183,129.477,5428.6253,41.7222
180m_306k_d100,180m,180,306368,1.0,960,0.305752,0.314566,0.00199735,171.117,7235.6573,45.0716
180m_306k_d100,180m,180,306368,1.0,1200,0.280896,0.290511,0.00154905,210.643,9042.6893,47.3059
180m_306k_d100,180m,180,306368,1.0,1440,0.264291,0.272054,0.00110084,248.683,10849.7213,49.5142
180m_306k_d100,180m,180,306368,1.0,1680,0.253754,0.259202,0.00069664,283.807,12656.7532,53.5015
180m_306k_d100,180m,180,306368,1.0,1920,0.243717,0.253912,0.00037603,316.026,14463.7852,58.0211
180m_306k_d100,180m,180,306368,1.0,2160,0.239907,0.241250,0.00017044,348.805,16270.8172,57.2797
180m_306k_d100,180m,180,306368,1.0,2399,0.233553,0.244269,0.00010000,378.062,18070.3199,64.0109
